book_id,page_id,header_id,header_text,hasRef
2,7,5,"وقد لحظت على البحث ما يأتي:
أ - ضعف التحرير العلمي.
ب - عدم استيفاء جميع الضوابط.
ج - قلة التفريع والتمثيل، وعدم تفعيل الملكة الفقهية.

-",False
2,7,6,"يتبيّن منهج البحث فيما يأتي:
١ - تصوير المسألة المراد بحثها تصويرًا دقيقًا قبل بيان حكمها، ليتضح المقصود من دراستها.
٢ - إذا كانت المسألة من مواضع الاتفاق فأذكر حكمها بدليله، مع توثيق الاتفاق من مظانه المعتبرة.
٣ - إذا كانت المسألة من مسائل الخلاف، فأتبع الآتي:
أتحرير محل الخلاف؛ إذا كان بعض صور المسألة محل خلاف، وبعضها محل اتفاق.
ب ذكر الأقوال في المسألة، وبيان من قال بها من أهل العلم.
ج العناية بفقه أصحاب النبي ﷺ وأقوال التابعين وتابعيهم والمحققين من بعدهم من أهل العلم، وأصحاب المذاهب المشتهَرة، وإذا لم أقف على المسألة في مذهب ما فأسلك فيها مسلك التخريج.
د- ... توثيق الأقوال من مصادرها الأصلية.
هـ- استقصاء أدلة الأقوال مع بيان وجه الدلالة، وذكر ما يرد عليها من مناقشات، وما يجاب به عنها، وذكر ذلك بعد الدليل مباشرة.
و- بيان الترجيح وسببه، وذكر ثمرة الخلاف وسببه إن وجد.",False
2,8,-1,"٤ - الاعتماد على أمهات المصادر والمراجع الأصلية في التحرير والتوثيق والتخريج والجمع.
٥ - التركيز على موضوع البحث.
٦ - العناية بضرب الأمثلة؛ الواقعية منها على وجه الخصوص.
٧ - تجنب ذكر الأقوال الشاذة إلا عند الاقتضاء.
٨ - العناية بدراسة ما جدّ من القضايا، مما له صلة واضحة بالبحث؛ فإذا وُجدت مسألة غير نازلة؛ فإنما أُوردت لاستفاضتها وعموم البلوى بها في هذا الزمن أو لحدوثها في صور متجددة؛ لدراستها في ظل ظروف العصر.
٩ - ترقيم الآيات، وبيان سورها.
١٠ - تخريج الأحاديث من مصادرها الأصلية، وإثبات الكتاب والباب - إن وجدا -، والجزء، والصفحة، ودراسة أسانيدها؛ إن لم تكن في الصحيحين أو في أحدهما مع بيان ما ذكره أهل الفن في درجتها، والحكم عليها حسبما يتسع له النظر والاجتهاد (^١)، فإن كانت في الصحيحين أو في أحدهما؛ فيكون الاكتفاء حينئذ بتخريجها منهما أو من أحدهما؛ لأنه في مطلب إثبات النص ""لا فائدة في عزو الحديث إلى صحيح ابن حبان - مثلًا - مع كونه في شيء منهما"" (^٢).
١١ - تخريج الآثار من مصادرها الأصلية، والحكم عليها.
١٢ - التعريف بالمصطلحات من كتب الفن الذي يتبعه المصطلح، أو من كتب المصطلحات المعتمدة.
",True
2,9,-1,"١٣ - توثيق المعاني من معاجم اللغة المعتمدة، وتكون الإحالة عليها بالمادة، أو الجزء والصفحة.
١٤ - العناية بقواعد اللغة العربية، والإملاء، وعلامات الترقيم.
١٥ - الترجمة للأعلام غير المعروفين، وذلك بذكر اسمه، ومولده، ومذهبه العقدي والفقهي، وأبرز مؤلفاته، وسنة وفاته، ومصدر ترجمته.
١٦ - اعتمدت في فصول البحث ومباحثه لفظة الحليب مستعيضًا بها عن اللبن وإن نوعت بينهما في أثناء البحث؛ لأن لفظ اللبن - وفقًا لرأي البعض - لا يقال في بنات آدم، وإنما يقال فيه لبان؛ فألفيت الحليب أنسب، معتبرًا في ذلك بالعرف وما جرى على الألسنة شيوعًا، والعادة محكمة. (^١)
١٧ - لو ورد في البحث ذكر أماكن، أو قبائل، أو فرق، أو أشعار، أو غير ذلك؛ فإنه مستلزم لوضع لها فهارس خاصة.
١٨ - لا أكرر اسم الكتاب الذي يعزى إليه، بل أكتفي بذكر المؤلِّف مع الإحالة إلى المصدر السابق إن كان الموضع آخر قد استفيد فيه من الكتاب نفسه، ثم أشير إلى الجزء إن وجد ورقم الصفحة.
١٩ - جعل الخاتمة تتضمن أهم النتائج والتوصيات
٢٠ - إتباع البحث بالفهارس، وهي:
أ - فهرس الآيات القرآنية.
ب - فهرس الأحاديث والآثار.
ج - فهرس الأبيات الشعرية.
د - فهرس الأعلام.
هـ - فهرس المصادر والمراجع.
و- فهرس الموضوعات.
",True
2,10,6,-,False
2,10,7,"يشتمل البحث على: مقدمة، وتمهيد، وأربعة فصول، وخاتمة، وفهارس.
مقدمة: وتتضمن: أهمية الموضوع، وسبب اختياره، وأهدافه، والدراسات السابقة، ومنهج البحث، وخطته.
تمهيد: ويشتمل على أربعة مباحث:
المبحث الأول: المراد بالنوازل في الرضاع، ويشتمل على مطلبين:
المطلب الأول: تعريف النازلة.
المطلب الثاني: تعريف الرضاع.
المبحث الثاني: أهمية الاجتهاد في بيان أحكام النوازل.
المبحث الثالث: الضوابط الفقهية في باب الرضاع.
المبحث الرابع: المقاصد الشرعية لأحكام الرضاع في الفقه الإسلامي.
الفصل الأول: الوسائل الحديثة المتعلقة بالرضاع، ويشتمل على ثلاثة عشر مبحثًا:
المبحث الأول: مدرات الحليب، وفيه أربعة مطالب:
المطلب الأول: حقيقة مدرات الحليب.
المطلب الثاني: أنواع مدرات الحليب.
المطلب الثالث: أحكام مدرات الحليب، وفيه فرعان:
الفرع الأول: حكم تصنيع مدرات الحليب.
الفرع الثاني: حكم تعاطي مدرات الحليب.
المطلب الرابع: أثر استخدام مدرات الحليب في انتشار المحرمية.
المبحث الثاني: موانع درِّ الحليب، وفيه ثلاثة مطالب:
المطلب الأول: حقيقة موانع درِّ الحليب.
المطلب الثاني: أنواع موانع درِّ الحليب.
المطلب الثالث: أحكام موانع درِّ الحليب، وفيه فرعان:
الفرع الأول: حكم تصنيع موانع درِّ الحليب.
الفرع الثاني: حكم تعاطي موانع درِّ الحليب.
المبحث الثالث: بنوك الحليب، وفيه ستة مطالب:",False
2,11,-1,"المطلب الأول: حقيقة بنوك الحليب.
المطلب الثاني: نشأة بنوك الحليب، وتاريخ ظهورها.
المطلب الثالث: الفرق بين بنوك الحليب وغيرها.
المطلب الرابع: آلية العمل في بنوك الحليب.
المطلب الخامس: حكم بنوك الحليب، وفيه فرعان:
الفرع الأول: حكم إنشاء بنوك الحليب.
الفرع الثاني: حكم التعامل مع بنوك الحليب.
المطلب السادس: أثر بنوك الحليب في انتشار المحرمية.
المبحث الرابع: حقن الحليب، وفيه أربعة مطالب:
المطلب الأول: حقيقة حقن الحليب.
المطلب الثاني: أنواع حقن الحليب.
المطلب الثالث: حكم استخدام حقن الحليب.
المطلب الرابع: أثر استخدام حقن الحليب في انتشار المحرمية.
المبحث الخامس: حليب الأنابيب، وفيه أربعة مطالب:
المطلب الأول: حقيقة حليب الأنابيب.
المطلب الثاني: أنواع أنابيب الحليب.
المطلب الثالث: حكم استخدام حليب الأنابيب.
المطلب الرابع: أثر استخدام حليب الأنابيب في انتشار المحرمية.
المبحث السادس: تحويل الحليب إلى أشكال أخرى، وفيه ثلاثة مطالب:
المطلب الأول: أنواع الأشكال التي يحوَّل إليها الحليب، وهي ثلاثة فروع:
الفرع الأول: تحويل الحليب إلى مسحوق مجفف.
الفرع الثاني: تجبين الحليب.
الفرع الثالث: تحويل الحليب أقطًا.
المطلب الثاني: حكم تحويل الحليب إلى أشكال أخرى.
المطلب الثالث: أثر الأشكال التي يحوَّل إليها الحليب في انتشار المحرمية.",False
2,12,-1,"المبحث السابع: آلات امتصاص الحليب من الثدي، وفيه ثلاثة مطالب:
المطلب الأول: أنواع آلات امتصاص الحليب.
المطلب الثاني: أحكام آلات امتصاص الحليب، وفيه فرعان:
الفرع الأول: حكم تصنيع آلات امتصاص الحليب.
الفرع الثاني: حكم استخدام آلات امتصاص الحليب.
المطلب الثالث: أثر آلات امتصاص الحليب في انتشار المحرمية.
المبحث الثامن: الحليب الصناعي، وفيه ثلاثة مطالب:
المطلب الأول: حقيقة الحليب الصناعي.
المطلب الثاني: أنواع الحليب الصناعي.
المطلب الثالث: أحكام الحليب الصناعي، وفيه فرعان:
الفرع الأول: حكم تصنيع الحليب الصناعي.
الفرع الثاني: حكم استخدام الحليب الصناعي.
المبحث التاسع: قارورة الرضاعة، وفيه مطلبان:
المطلب الأول: حقيقة قارورة الرضاعة.
المطلب الثاني: أثر قارورة الرضاعة في انتشار المحرمية.
المبحث العاشر: الاعتماد على قول الأطباء في استخدام الوسائل الحديثة، وفيه مطلبان:
المطلب الأول: حكم الاعتماد على قول الأطباء في استخدام الوسائل الحديثة.
المطلب الثاني: أثر الاعتماد على قول الأطباء في استخدام الوسائل الحديثة.
المبحث الحادي عشر: رضاع المستأجر رحمها، وفيه ثلاثة مطالب:
المطلب الأول: حقيقة رضاع المستأجر رحمها.
المطلب الثاني: حكم رضاع المستأجر رحمها.
المطلب الثالث: أثر رضاع المستأجر رحمها في انتشار المحرمية.
المبحث الثاني عشر: الحليب المعالج بالأشعة، وفيه ثلاثة مطالب:
المطلب الأول: حقيقة الحليب المعالج بالأشعة.
المطلب الثاني: حكم معالجة الحليب بالأشعة.",False
2,13,-1,"المطلب الثالث: أثر الحليب المعالج بالأشعة في انتشار المحرمية.
المبحث الثالث عشر: مسؤولية الطبيب في استخدام الوسائل الحديثة المتعلقة بالرضاع.
الفصل الثاني: الأحكام المتعلقة بالمرتضَع، ويشتمل على مبحثين:
المبحث الأول: الاتجار بالحليب، وفيه مطلبان:
المطلب الأول: وسائل الاتجار بالحليب.
المطلب الثاني: حكم الاتجار بالحليب.
المبحث الثاني: ما يلحق بالحليب، وفيه مطلبان:
المطلب الأول: ما يقوم مقام الحليب في انتشار المحرمية.
المطلب الثاني: ما لا يقوم مقام الحليب في انتشار المحرمية.
الفصل الثالث: الأحكام المتعلقة بالمرتضِع والمرضِع، ويشتمل على ستة مباحث:
المبحث الأول: العلاقة بين طفلين رضعا من حليب مشترك.
المبحث لثاني: علاقة الرجل مع المحرمات عليه بالرضاع، وفيه ثلاثة مطالب:
المطلب الأول: حدود علاقة الرجل مع المحرمات عليه بالرضاع.
المطلب الثاني: الفرق في علاقة الرجل بين المحرمات عليه بالرضاع والمحرمات عليه بالنسب أو المصاهرة.
المطلب الثالث: ممارسة الرجل للأعراف المجتمعية على المحرمات عليه بالرضاع.
المبحث الثالث: تعارض حق المرتضع مع حق غيره لدى المرضع، وفيه مطلبان:
المطلب الأول: تعارض حق الخالق مع حق المرتضع لدى المرضع.
المطلب الثاني: تعارض حق الآدميين مع حق المرتضع لدى المرضع.
المبحث الرابع: الإذن والرضى في الرضاعة، وفيه مطلبان:
المطلب الأول: إذن المرتضع - إذا كان كبيرًا -، وفيه فرعان:
الفرع الأول: حكم إذن المرتضع.
الفرع الثاني: أثر إذن المرتضع في انتشار المحرمية.
المطلب الثاني: إذن أولياء المرتضع، وفيه فرعان:
الفرع الأول: حكم إذن أولياء المرتضع.
الفرع الثاني: أثر إذن أولياء المرتضع في انتشار المحرمية.",False
2,14,-1,"المبحث الخامس: إرضاع الكبير للحاجة وأثره في انتشار المحرمية، وفيه ثلاثة مطالب:
المطلب الأول: إرضاع السائق.
المطلب الثاني: إرضاع الخادمة.
المطلب الثالث: إرضاع اللقيط.
المبحث السادس: إرضاع المصابة بالإيدز، وفيه مطلبان:
المطلب الأول: حكم إرضاع المصابة بالإيدز.
المطلب الثاني: أثر رضاع المصابة بالإيدز في انتشار المحرمية.
الفصل الرابع: الأحكام المتعلقة بوسائل الإثبات والتقاضي، وفيه ثلاثة مباحث:
المبحث الأول: أثر وسائل الإثبات على الرضاع في الزمن المعاصر، وفيه مطلبان:
المطلب الأول: وسائل الإثبات التقليدية.
المطلب الثاني: وسائل الإثبات الحديثة.
المبحث الثاني: أثر الرضاع على وسائل الإثبات والتقاضي، وفيه مطلبان:
المطلب الأول: الشهادة للقريب من الرضاع.
المطلب الثاني: حكم الحاكم لقريبه من الرضاع.
المبحث الثالث: الإشهاد على الرضاع، وفيه خمسة مطالب:
المطلب الأول: إشهاد المرضع على من أرضعته في الزمن المعاصر، وفيه فرعان:
الفرع الأول: حكم إشهاد المرضع على من أرضعته.
الفرع الثاني: ما يجزئ لإشهاد المرضع على من أرضعته.
المطلب الثاني: أثر التقادم على وسائل الإثبات.
المطلب الثالث: الرجوع عن الإقرار بشهادة الرضاع.
المطلب الرابع: تعارض البينات.
المطلب الخامس: توثيق حالات الرضاع في السجلات الرسمية لدى المحاكم.
الخاتمة: وتتضمن أهم النتائج والتوصيات.
الفهارس: وتحتوي على:
أولًا: فهرس الآيات القرآنية.
ثانيًا: فهرس الأحاديث النبوية والآثار.
ثالثًا: فهرس الأبيات الشعرية.
رابعًا: فهرس الأعلام المترجم لهم.
خامسًا: فهرس المراجع والمصادر.
سادسًا: فهرس الموضوعات.",False
2,15,-1,"هذا، وإني لَأَحمد الله ﵎ الذي بنعمته تتم الصالحات وتستكمل الطاعات، وأشكره على نعمه وأسأله المزيد من فضله.

كما أتضرع إليه سبحانه بأخلص الدعاء إلى: شيخي الوالد - حفظه الله - الذي انتفعت مما علمني إياه صغيرًا ووجهني به كبيرًا؛ فقد كان لعلمه الوافر وفقهه المتين وعنايته بعلوم الشريعة وأصول الحديث الأثرُ الحسن فيما أرجع إليه به مما يشكل فهمه أو يعسر حلُّه، وإلى والدتي - حفظها الله - التي ربتني صغيرًا ولم تتركني من دعائها ورعايتها كبيرًا، وإلى زوجتي وأولادي الذين أعربوا عن وفائهم وحسن عهدهم ببذلهم وصبرهم؛ فجزاهم الله عني خيرًا، وجعل لهم في ألسنة الصدق ذكرًا.
وإني لأسدي أيضًا خالص الشكر والدعاء والثناء إلى أصحاب الفضيلة الدكتور عبد العزيز بن عبد الله البخيت والدكتور منصور بن محمد الشبيب؛ الذين كان لتوجيهاتهم العلمية النفيسة وإرشاداته القيِّمة الجليلة من خلاله الإشراف على البحث ومناقشته ما أسال الله ﷿ أن يجزل لهما المثوبة ويحسن إليهما في العاقبة، وأن يبارك في جهودهما وينفع بعلمهما، وهذا الشكر موصول لكل من استفدت منهم في هذا البحث وانتفعت بمشورتهم وأجوبتهم على الأسئلة والإشكالات، وهم أصحاب السعادة والفضيلة: شيخيْ د. عبد الله بن علي الرُّكبان؛ في الجوانب الفقهية، وشيخيَّ عبد الله بن عبد الرحمن السعد وعبد الحكيم الجبير؛ في الصَّنعة الحديثية، والشيخان د. إبراهيم بن عبد العزيز الجهني وعبد المجيد بن عبد الله آل خنين؛ في الجوانب القضائية، والأستاذ سيف الإسلام الشعلان؛ في الجوانب اللغوية، والطبيب",False
2,16,-1,"محمد حولدار؛ في جانب الترجمة والجوانب الطبية وتكييفها الواقعي، والصيدلي زيد بن محمد العشبان؛ فيما يتعلق بالأدوية وتوصيف النوازل المعاصرة؛ فكل هؤلاء كان لهم الأثر المشهود في البحث، ولا أجدني إلا عاجزًا عن الوفاء بأقل القليل مما بذلوه؛ فجزاهم الله عني وعن المسلمين خيرًا، وحشرهم مع وفد المتقين إلى جنة الخلد زمرًا.
وأخيرًا؛ لا يسعني إلا أن أذكِّر بما تبذله جامعة الإمام محمد بن سعود الإسلامية مشكورةً من جهود مباركة في خدمة للطالب الجامعي وطالب الدراسات العليا، كما أشكر المعهد العالي للقضاء ممثلًا في عمادته وقسم الفقه المقارن فيه.
اللهم وفقني لحسن القصد، وارزقني الإخلاص وإصابة الحق، وصلِّ اللهم على نبينا محمد وعلى آله وصحبه، وسلم تسليمًا.

الباحث
غرة رجب ١٤٣٦ هـ
Abdullah ٤٤٦١٦@gmail.com",False
2,17,8,"<span data-type=""title"" id=toc-9>المبحث الأول
المراد بالنوازل في الرضاع</span>

<span data-type=""title"" id=toc-10>المطلب الأول
تعريف النازلة</span>
النون والزاي واللام في اللغة العربية تدل على هبوط الشيء ووقوعه، والنازلة: الشديدة من نوائب الدهر تنزل، ونزل به الأمر؛ إذا حلَّ (^١).
وأما في الاصطلاح، فلا يوجد من متقدمي فقهاء المسلمين من عرف النوازل الفقهية تعريفًا دقيقًا يصلح أن يكون حدًّا، وغاية ما ذكروه عن النوازل لا يصدق عليه أن يكون تعريفًا لمصطلح النازلة، ولعل السبب في ذلك يعود إلى ما يأتي: (^٢)
١ - تأخر تداول مصطلح النوازل وانتشاره.
٢ - وضوح المعنى وشيوعه.
٣ - وجود المرادفات الأخرى؛ كالأقضية، والفتاوى، والمسائل، والأجوبة.
٤ - عنايتهم بالجوانب العملية التطبيقية للوقائع النازلة بالمسلمين، دون الجوانب النظرية والتأصيلية.",True
2,18,-1,"وقد تنوعت تعاريف المعاصرين، ومن أجمعها وأخصرها: الوقائع الجديدة التي لم يسبق فيها نص أو اجتهاد. (^١)
ويحسن بعد ذلك الإشارة بعض المصطلحات المرادفة للنوازل، وهي: الحوادث، الوقائع، المسائل والقضايا والمستجدات. (^٢)
<span data-type=""title"" id=toc-11>المطلب الثاني
تعريف الرضاع</span>
الراء والضاد والعين؛ أصل واحد، وهو: شرب اللبن من الضرع أو الثدي. والرضاع بفتح الراء وكسرها؛ هو مصدر رضَع الصبي الثدي وغيره؛ إذا مصه. ويقال: يرضع ورضِع رضعًا ورضِعًا ورَضاعًا ورِضاعًا ورَضاعة ورِضاعة؛ فهو راضع، والجمع رُضَّع (^٣)، ومن ذلك ما تنشده العرب من قول ابن الهمام السَّلولي (^٤):
وذموا لنا الدنيا وهم يرضِعونها ... أفاويق حتى ما يدِرُّ لها ثُعْلُ (^٥)
",True
